Reference,Verses,Words,Wd/Vs,Time (150 WPM),Time (200 WPM),Time (250 WPM)
Revelation 10,11,353,32.1,2m 21s,1m 45s,1m 24s
Revelation 11,19,580,30.5,3m 52s,2m 54s,2m 19s
Revelation 12,17,497,29.2,3m 18s,2m 29s,1m 59s
Revelation 13,18,538,29.9,3m 35s,2m 41s,2m 9s
Revelation 14,20,651,32.6,4m 20s,3m 15s,2m 36s
Revelation 15,8,252,31.5,1m 40s,1m 15s,1m 0s
Revelation 16,21,567,27.0,3m 46s,2m 50s,2m 16s
Revelation 17,18,522,29.0,3m 28s,2m 36s,2m 5s
Revelation 18,24,747,31.1,4m 58s,3m 44s,2m 59s
Revelation 19,21,634,30.2,4m 13s,3m 10s,2m 32s
Revelation 20,15,477,31.8,3m 10s,2m 23s,1m 54s
Revelation 21,27,749,27.7,4m 59s,3m 44s,2m 59s
Revelation 22,21,575,27.4,3m 50s,2m 52s,2m 18s
